22,0,22,3,29,15,2,23,3,4.2,0,0,0,0,32,5,6
36,0,10,0,48,41,0,9,2,2.9,0,0,0,0,34,4,2
18,0,10,0,26,42,2,8,0,2.9,0,5,0,0,21,4,6
48,0,13,0,85,11,2,11,1,2.7,0,1,0,0,43,4,4
49,0,24,3,58,27,0,10,1,4.5,0,0,0,0,3,1,5
64,0,18,3,85,40,2,24,2,2.7,0,1,0,0,21,2,2
50,0,19,3,43,12,1,11,2,4.2,0,1,0,0,32,0,5
22,0,10,0,53,12,0,9,2,3.3,0,2,0,0,36,5,0
50,0,11,0,91,43,2,1,1,4.7,0,1,0,0,50,0,0
38,0,14,2,96,44,2,8,0,2.6,0,4,0,0,43,4,6
19,0,3,1,72,14,3,24,2,3.3,0,5,0,0,24,2,6
67,0,9,1,96,41,0,1,2,2.6,0,0,0,0,36,2,6
19,0,13,0,28,42,1,8,1,4.0,0,4,0,0,21,2,6
36,0,10,0,40,21,2,2,2,4.1,0,3,0,0,34,4,1
52,0,7,2,32,28,1,15,1,4.4,0,3,0,0,42,4,6
53,0,12,3,95,35,2,4,0,4.5,0,2,0,0,2,5,4
24,0,15,0,41,22,0,6,1,3.7,0,4,0,0,47,1,4
52,0,9,1,53,31,2,14,3,3.7,0,4,0,0,44,5,0
33,0,17,0,47,5,2,20,3,3.5,0,1,0,0,35,2,5
47,0,14,2,83,18,3,6,3,3.6,0,2,0,0,15,1,3
25,0,19,3,48,36,0,10,2,2.9,0,0,0,0,29,2,5
44,0,18,3,99,36,1,14,0,4.6,0,3,0,0,18,2,6
61,0,14,2,87,21,2,8,0,4.4,0,4,0,0,13,0,6
37,0,1,0,62,20,2,7,3,4.5,0,3,0,0,46,2,1
58,0,11,0,76,22,1,5,1,4.6,0,1,0,0,28,2,1
37,0,4,1,100,9,0,6,3,3.8,0,1,0,0,48,3,5
32,0,24,3,73,12,1,9,1,3.6,0,0,0,0,43,0,6
21,0,9,1,92,41,2,11,0,4.8,0,5,0,0,37,1,2
20,0,2,0,67,14,3,11,1,2.6,0,2,0,0,20,4,2
26,0,15,0,40,9,3,21,2,3.7,0,0,0,0,33,5,3
62,0,12,3,98,45,2,1,3,2.7,0,0,0,0,31,1,0
27,0,7,2,85,25,3,3,1,4.6,0,0,0,0,50,2,4
51,0,20,0,67,19,0,10,0,4.8,0,2,0,0,35,2,3
54,0,23,1,89,8,0,16,0,4.0,0,2,0,0,22,0,4
55,0,12,3,24,13,0,6,1,4.4,0,4,0,0,1,3,5
69,0,21,3,96,14,2,4,3,3.6,0,2,0,0,4,4,2
64,0,14,2,35,46,0,3,2,3.7,0,3,0,0,31,2,5
28,0,4,1,67,33,0,8,0,3.1,0,2,0,0,46,3,0
70,0,20,0,79,6,0,7,1,3.4,0,2,0,0,32,4,4
58,0,17,0,85,15,2,10,1,2.6,0,2,0,0,43,4,0
56,0,21,3,26,14,2,13,2,4.0,0,3,0,0,26,0,0
26,0,22,3,75,2,0,7,2,5.0,0,1,0,0,9,2,2
37,0,24,3,65,20,2,16,1,4.3,0,1,0,0,28,3,4
44,0,19,3,54,32,0,1,0,3.1,0,2,0,0,20,3,3
70,0,7,2,95,2,1,24,2,3.7,0,5,0,0,9,1,1
53,0,11,0,94,5,2,0,1,3.8,0,3,0,0,48,5,6
55,0,9,1,86,41,1,24,1,3.4,0,1,0,0,12,0,2
50,0,3,1,32,45,0,22,2,4.6,0,0,0,0,29,1,0
50,0,1,0,45,0,0,20,3,4.8,0,4,0,0,27,1,4
38,0,7,2,76,5,2,20,3,4.3,0,0,0,0,44,1,2
64,0,19,3,84,8,0,16,2,4.0,0,0,0,0,32,4,2
19,0,6,0,72,41,2,8,0,4.2,0,3,0,0,11,1,0
40,0,21,3,40,47,0,18,1,4.8,0,4,0,0,44,1,0
57,0,1,0,89,7,0,18,3,3.1,0,1,0,0,46,1,1
44,0,1,0,86,22,2,0,1,3.1,0,2,0,0,50,3,2
49,0,6,0,54,18,2,21,0,3.6,0,2,0,0,45,0,6
43,0,6,0,36,16,0,6,1,3.9,0,5,0,0,48,1,6
24,0,1,0,89,16,2,0,0,4.8,0,2,0,0,26,2,1
20,0,18,3,32,18,2,9,1,4.7,0,3,0,0,21,2,0
24,0,10,0,67,38,3,8,2,4.2,0,4,0,0,49,3,4
44,0,18,3,39,0,0,10,3,3.7,0,2,0,0,13,3,0
28,0,11,0,29,1,0,21,2,3.9,0,3,0,0,46,2,1
30,0,21,3,58,35,2,20,3,4.7,0,4,0,0,42,3,1
52,0,1,0,65,6,2,10,0,2.5,0,2,0,0,25,0,2
43,0,19,3,94,21,0,0,3,4.9,0,5,0,0,25,1,5
43,0,3,1,81,23,2,7,3,4.1,0,0,0,0,12,3,3
39,0,0,0,86,36,2,3,0,3.3,0,1,0,0,4,5,3
68,0,4,1,43,24,2,2,1,4.7,0,1,0,0,38,3,1
68,0,11,0,29,42,2,1,0,4.4,0,5,0,0,42,4,1
49,0,7,2,95,20,2,3,3,3.8,0,5,0,0,30,0,2
63,0,5,0,28,17,0,22,3,3.9,0,4,0,0,50,2,1
56,0,24,3,46,41,2,2,3,4.9,0,1,0,0,45,3,1
37,0,14,2,58,43,0,10,3,3.1,0,1,0,0,33,2,0
30,0,7,2,48,9,2,19,3,2.7,0,5,0,0,25,3,3
19,0,9,1,43,32,2,5,3,3.2,0,0,0,0,25,1,5
24,0,16,3,95,9,2,11,3,4.5,0,3,0,0,44,5,3
52,0,11,0,30,24,1,13,3,4.0,0,3,0,0,21,0,0
63,0,9,1,64,37,2,7,2,3.5,0,4,0,0,31,4,0
37,0,24,3,90,5,2,0,3,2.6,0,5,0,0,47,5,2
38,0,13,0,76,12,2,3,2,3.2,0,1,0,0,14,3,5
35,0,23,1,96,18,0,17,3,4.9,0,3,0,0,17,5,6
28,0,12,3,47,25,0,2,3,4.5,0,2,0,0,3,0,2
30,0,5,0,85,36,1,18,2,4.3,0,0,0,0,42,0,2
69,0,15,0,55,17,2,1,0,3.2,0,3,0,0,22,5,2
41,0,10,0,98,19,2,4,3,3.6,0,2,0,0,21,0,3
63,0,20,0,77,1,1,8,1,4.3,0,1,0,0,21,4,3
35,0,6,0,26,9,2,12,3,4.0,0,3,0,0,40,5,2
36,0,19,3,68,34,1,22,3,3.0,0,2,0,0,1,4,0
25,0,5,0,73,39,3,11,3,4.1,0,3,0,0,50,4,5
58,0,24,3,27,13,2,4,3,3.8,0,5,0,0,39,4,6
27,0,24,3,23,21,2,20,2,4.6,0,1,0,0,34,0,5
65,0,21,3,49,25,2,8,3,3.0,0,0,0,0,29,0,0
54,0,12,3,74,18,2,2,2,3.0,0,5,0,0,31,3,4
54,0,11,0,67,41,2,7,2,3.4,0,3,0,0,8,5,1
59,0,8,3,65,12,1,7,1,2.6,0,1,0,0,5,2,0
42,0,8,3,60,0,1,22,0,2.8,0,5,0,0,7,1,5
46,0,4,1,31,12,3,21,3,4.0,0,5,0,0,30,1,5
33,0,24,3,27,10,2,14,3,4.0,0,0,0,0,14,2,6
34,0,9,1,80,7,2,23,2,3.0,0,0,0,0,5,1,0
27,0,14,2,30,22,1,9,2,3.3,0,3,0,0,3,3,6
52,0,5,0,25,5,2,1,3,2.6,0,5,0,0,46,0,4
29,0,6,0,35,41,2,24,2,3.6,0,5,0,0,4,2,1
54,0,16,3,67,43,2,10,2,3.9,0,2,0,0,42,2,4
25,0,19,3,46,11,2,2,3,3.4,0,3,0,0,30,1,2
41,0,9,1,35,34,0,18,0,3.5,0,0,0,0,37,0,2
53,0,7,2,86,19,0,10,3,2.8,0,2,0,0,2,4,2
53,0,21,3,81,13,0,13,1,2.7,0,2,0,0,30,2,3
21,0,15,0,42,23,0,23,3,3.7,0,2,0,0,47,4,5
61,0,11,0,43,37,0,12,3,4.3,0,4,0,0,21,3,3
64,0,23,1,31,26,2,10,3,4.9,0,5,0,0,9,4,0
51,0,3,1,81,45,0,14,3,3.3,0,5,0,0,12,5,0
32,0,13,0,61,2,2,19,2,4.7,0,2,0,0,4,4,1
38,0,24,3,96,15,3,7,2,2.8,0,5,0,0,10,5,2
58,0,11,0,29,31,3,19,1,3.6,0,4,0,0,26,2,1
32,0,4,1,33,11,0,17,1,3.0,0,0,0,0,40,1,0
46,0,17,0,32,48,3,5,2,4.5,0,5,0,0,34,4,0
39,0,21,3,56,46,1,12,2,2.9,0,3,0,0,31,5,2
19,0,9,1,94,42,1,7,1,3.3,0,5,0,0,1,4,4
50,0,15,0,53,10,2,6,1,3.1,0,0,0,0,5,4,4
36,0,0,0,82,8,2,1,3,4.4,0,2,0,0,4,2,1
65,0,7,2,70,27,3,19,3,3.0,0,1,0,0,48,0,3
64,0,19,3,76,40,2,0,3,3.9,0,1,0,0,29,1,6
46,0,9,1,29,43,0,2,2,2.9,0,0,0,0,12,3,4
36,0,22,3,100,25,1,5,3,3.0,0,3,0,0,29,0,2
51,0,21,3,94,9,2,8,1,3.1,0,0,0,0,15,5,3
51,0,14,2,25,14,2,23,3,4.3,0,1,0,0,34,2,5
38,0,23,1,88,47,2,12,2,3.9,0,2,0,0,41,2,0
59,0,18,3,78,36,2,13,3,3.2,0,4,0,0,41,2,5
57,0,16,3,45,40,2,2,0,4.8,0,3,0,0,39,2,0
54,0,19,3,73,37,3,14,2,3.8,0,0,0,0,32,1,1
25,0,10,0,61,38,1,11,2,3.3,0,2,0,0,29,0,5
69,0,0,0,22,9,1,19,3,4.3,0,1,0,0,15,4,2
57,0,19,3,38,43,0,23,1,2.7,0,0,0,0,33,0,2
70,0,18,3,38,27,1,22,3,3.2,0,2,0,0,18,4,1
24,0,4,1,100,28,2,22,3,4.0,0,5,0,0,35,1,4
67,0,5,0,64,11,2,5,0,3.0,0,3,0,0,25,3,1
24,0,17,0,55,48,0,5,2,4.2,0,1,0,0,6,0,0
62,0,24,3,91,3,2,5,2,2.9,0,0,0,0,17,4,4
57,0,11,0,38,48,2,9,1,4.1,0,5,0,0,17,2,5
55,0,3,1,97,46,1,8,0,3.2,0,5,0,0,44,1,6
45,0,14,2,22,34,0,11,3,3.0,0,4,0,0,6,3,0
69,0,11,0,92,45,0,1,3,4.2,0,4,0,0,45,5,0
67,0,8,3,84,41,0,24,3,4.2,0,0,0,0,7,5,2
30,0,8,3,93,22,0,15,3,4.4,0,5,0,0,11,5,6
24,0,14,2,50,11,0,24,2,4.2,0,2,0,0,41,1,6
62,0,18,3,64,32,1,20,1,2.8,0,4,0,0,24,3,4
43,0,6,0,61,2,0,22,1,3.7,0,1,0,0,21,0,1
35,0,12,3,48,19,2,7,0,3.5,0,2,0,0,24,4,2
28,0,17,0,45,18,1,23,1,2.9,0,5,0,0,8,2,3
32,0,22,3,88,22,2,17,1,3.0,0,1,0,0,12,1,0
39,0,4,1,57,28,1,21,1,3.7,0,0,0,0,48,5,0
28,0,19,3,68,17,3,23,2,4.4,0,5,0,0,6,4,3
47,0,24,3,94,14,3,0,1,4.5,0,4,0,0,14,3,0
20,0,13,0,41,5,2,2,1,4.8,0,1,0,0,34,3,2
63,0,20,0,83,45,1,19,2,2.9,0,1,0,0,12,1,6
25,0,14,2,22,10,2,8,1,3.2,0,2,0,0,11,4,2
29,0,9,1,74,21,0,10,1,3.3,0,1,0,0,5,3,5
50,0,2,0,90,3,2,2,0,4.2,0,3,0,0,25,0,0
18,0,20,0,79,13,2,3,1,2.9,0,5,0,0,11,2,2
70,0,3,1,28,31,1,5,1,4.6,0,2,0,0,27,3,6
66,0,18,3,88,40,0,8,3,4.1,0,3,0,0,43,2,2
28,0,0,0,26,30,2,24,1,3.1,0,4,0,0,18,5,6
54,0,16,3,27,11,0,7,0,4.2,0,0,0,0,32,4,4
19,0,1,0,83,28,3,22,3,4.5,0,2,0,0,27,4,6
20,0,24,3,39,45,1,5,2,3.7,0,2,0,0,24,2,1
43,0,12,3,89,32,2,17,0,3.7,0,1,0,0,31,5,3
38,0,7,2,68,25,0,14,0,3.4,0,2,0,0,39,3,0
50,0,10,0,90,44,2,19,2,3.0,0,5,0,0,36,5,0
64,0,11,0,34,31,2,15,3,4.2,0,1,0,0,5,1,2
49,0,13,0,51,34,0,22,2,2.9,0,0,0,0,47,2,4
47,0,1,0,45,6,3,2,0,3.5,0,1,0,0,29,4,0
36,0,15,0,88,12,2,15,0,4.1,0,1,0,0,43,0,4
55,0,7,2,85,14,0,0,2,4.3,0,5,0,0,40,5,6
25,0,16,3,100,0,2,8,0,2.8,0,4,0,0,4,5,5
53,0,22,3,42,4,1,21,1,4.9,0,4,0,0,39,3,1
49,0,3,1,53,3,0,4,2,3.3,0,2,0,0,45,0,0
35,0,12,3,86,22,3,19,1,3.2,0,0,0,0,20,0,4
29,0,1,0,66,6,3,18,1,4.4,0,3,0,0,14,5,1
47,0,22,3,100,38,2,24,0,4.8,0,0,0,0,33,3,1
53,0,8,3,47,29,1,11,3,4.2,0,3,0,0,18,2,2
33,0,11,0,25,16,0,13,3,4.0,0,0,0,0,9,4,1
21,0,8,3,51,5,3,9,0,2.5,0,3,0,0,34,3,2
32,0,6,0,41,12,2,10,2,3.9,0,1,0,0,33,0,0
52,0,23,1,73,19,0,17,0,4.9,0,4,0,0,15,4,4
67,0,12,3,42,27,2,3,0,3.5,0,5,0,0,4,3,4
43,0,18,3,20,33,2,4,1,4.2,0,1,0,0,25,5,2
58,0,16,3,30,45,3,10,1,4.7,0,0,0,0,20,2,6
20,0,8,3,53,8,2,16,2,4.5,0,0,0,0,5,2,3
61,0,24,3,74,15,1,12,1,2.8,0,0,0,0,16,1,3
32,0,2,0,57,7,2,9,3,2.9,0,3,0,0,13,5,2
38,0,19,3,57,6,1,16,0,3.2,0,4,0,0,11,2,6
21,0,2,0,77,18,0,23,0,4.9,0,3,0,0,21,2,2
37,0,13,0,40,11,2,11,2,3.7,0,2,0,0,6,5,2
27,0,6,0,46,44,2,7,2,4.3,0,5,0,0,29,0,5
36,0,13,0,78,24,1,4,3,3.9,0,5,0,0,15,1,2
32,0,21,3,59,49,2,0,1,3.2,0,4,0,0,17,4,4
51,0,16,3,75,7,0,3,2,3.1,0,0,0,0,32,2,1
64,0,1,0,54,33,2,8,1,3.9,0,4,0,0,42,0,2
68,0,9,1,42,42,2,4,1,2.6,0,5,0,0,21,1,5
68,0,0,0,44,42,2,4,0,3.3,0,2,0,0,9,1,4
33,0,2,0,52,25,3,20,3,4.6,0,1,0,0,16,4,2
65,0,12,3,69,33,3,22,2,4.6,0,0,0,0,42,2,0
48,0,16,3,26,4,2,19,2,4.4,0,4,0,0,37,5,4
69,0,7,2,33,25,1,5,1,4.2,0,0,0,0,32,5,3
59,0,16,3,32,33,2,21,1,3.0,0,0,0,0,28,1,4
48,0,21,3,85,41,3,12,0,4.0,0,0,0,0,13,2,1
25,0,11,0,30,45,3,2,3,3.5,0,0,0,0,11,4,0
29,0,5,0,29,42,2,14,0,3.0,0,5,0,0,36,4,4
57,0,1,0,95,11,2,20,1,3.7,0,0,0,0,23,5,2
23,0,4,1,69,10,0,2,2,4.0,0,3,0,0,37,4,5
45,0,3,1,69,6,1,17,3,4.2,0,4,0,0,21,1,4
38,0,22,3,61,19,3,4,1,2.5,0,3,0,0,22,5,4
21,0,11,0,94,46,2,11,2,3.0,0,4,0,0,9,1,5
32,0,1,0,30,6,1,1,3,3.2,0,2,0,0,16,0,2
63,0,11,0,45,31,2,16,2,3.5,0,3,0,0,4,3,3
29,0,8,3,39,0,3,22,2,4.8,0,0,0,0,3,5,4
27,0,16,3,51,43,0,0,2,2.6,0,5,0,0,6,5,2
56,0,18,3,37,12,0,24,1,3.4,0,4,0,0,18,0,0
30,0,17,0,62,17,2,12,0,3.7,0,4,0,0,34,0,4
49,0,7,2,85,14,2,22,3,4.5,0,4,0,0,26,2,5
58,0,17,0,33,24,2,21,0,3.7,0,3,0,0,50,3,1
57,0,10,0,26,12,3,10,3,3.3,0,2,0,0,40,4,5
60,0,9,1,99,40,2,14,1,4.7,0,1,0,0,24,1,3
69,0,8,3,39,39,2,3,1,2.7,0,0,0,0,33,3,2
70,0,11,0,20,32,2,9,1,4.6,0,5,0,0,19,2,6
53,0,12,3,42,8,2,21,0,2.7,0,5,0,0,24,2,3
25,0,3,1,74,27,1,12,1,4.8,0,4,0,0,19,2,1
48,0,9,1,26,12,3,7,2,4.4,0,3,0,0,4,2,4
69,0,17,0,53,33,2,12,0,4.0,0,3,0,0,11,0,6
25,0,4,1,80,38,2,1,2,3.2,0,2,0,0,28,3,0
29,0,19,3,98,44,2,11,1,4.4,0,5,0,0,24,3,1
46,0,11,0,95,38,2,14,1,3.8,0,3,0,0,25,2,6
37,0,1,0,44,12,0,8,2,3.6,0,0,0,0,27,4,6
20,0,3,1,60,4,2,2,2,3.3,0,2,0,0,49,0,1
40,0,10,0,84,4,2,14,0,3.4,0,2,0,0,45,2,4
60,0,1,0,59,40,2,11,3,3.5,0,4,0,0,26,3,2
26,0,14,2,49,25,1,3,2,3.6,0,0,0,0,4,1,2
29,0,24,3,32,20,2,20,0,3.2,0,1,0,0,3,2,6
66,0,8,3,29,33,2,19,3,3.7,0,3,0,0,45,0,4
66,0,10,0,22,46,2,22,1,4.5,0,3,0,0,21,1,0
56,0,13,0,85,6,2,4,0,4.6,0,3,0,0,50,1,0
69,0,2,0,52,3,0,5,0,4.1,0,5,0,0,19,4,5
38,0,13,0,89,2,0,14,1,3.4,0,2,0,0,6,3,2
42,0,10,0,77,34,2,6,1,3.7,0,0,0,0,50,2,6
30,0,13,0,24,32,2,7,2,3.3,0,5,0,0,17,5,6
66,0,16,3,24,48,3,20,1,4.5,0,0,0,0,24,5,2
36,0,8,3,22,18,2,4,3,3.3,0,1,0,0,46,0,5
58,0,1,0,82,8,0,11,3,4.3,0,3,0,0,42,1,6
45,0,21,3,67,45,2,19,0,2.5,0,3,0,0,10,1,2
47,0,6,0,74,1,3,3,1,2.6,0,3,0,0,1,1,6
66,0,16,3,72,23,0,3,2,4.9,0,3,0,0,28,5,3
41,0,4,1,36,34,0,20,2,4.7,0,1,0,0,48,5,3
41,0,22,3,95,30,1,17,0,3.0,0,3,0,0,47,2,5
66,0,15,0,78,30,2,20,0,3.5,0,2,0,0,29,3,4
37,0,5,0,82,5,2,8,2,4.8,0,3,0,0,37,0,3
70,0,13,0,70,34,2,4,0,4.3,0,1,0,0,38,5,2
62,0,18,3,41,32,2,3,3,3.2,0,5,0,0,48,4,1
61,0,7,2,42,44,2,11,2,3.1,0,1,0,0,36,3,1
48,0,7,2,50,20,2,22,3,2.8,0,1,0,0,9,2,1
70,0,20,0,31,22,1,3,2,2.9,0,4,0,0,34,4,5
46,0,1,0,51,25,2,19,0,3.7,0,0,0,0,43,0,4
31,0,5,0,98,20,0,19,3,3.3,0,5,0,0,46,3,3
19,0,5,0,86,14,2,1,0,2.8,0,4,0,0,5,2,5
39,0,1,0,64,29,2,11,0,4.5,0,3,0,0,15,4,4
41,0,0,0,46,23,2,12,3,2.6,0,2,0,0,30,2,2
20,0,1,0,85,4,0,1,1,3.7,0,3,0,0,44,0,6
36,0,19,3,81,3,1,20,3,4.4,0,0,0,0,16,3,2
32,0,1,0,59,35,2,17,0,4.3,0,4,0,0,16,4,2
69,0,15,0,79,2,2,5,0,3.5,0,0,0,0,16,1,1
40,0,6,0,33,38,2,11,1,3.8,0,4,0,0,21,2,6
40,0,6,0,47,32,0,24,2,3.5,0,0,0,0,39,0,6
20,0,19,3,20,40,1,24,2,4.6,0,5,0,0,40,5,4
64,0,7,2,36,0,2,8,1,2.6,0,2,0,0,48,2,6
27,0,3,1,39,43,2,7,2,4.4,0,2,0,0,26,0,5
24,0,11,0,71,41,2,4,0,4.0,0,3,0,0,46,5,5
48,0,9,1,59,5,1,8,0,4.4,0,2,0,0,27,4,2
49,0,2,0,50,35,0,10,1,4.7,0,2,0,0,5,1,1
36,0,3,1,41,4,0,16,3,3.9,0,5,0,0,43,3,0
56,0,0,0,59,36,2,19,3,2.7,0,1,0,0,17,3,0
37,0,19,3,87,28,2,14,0,3.7,0,4,0,0,3,4,4
42,0,1,0,68,0,2,10,1,2.6,0,4,0,0,47,4,0
28,0,11,0,90,14,2,11,0,3.9,0,3,0,0,24,5,4
27,0,2,0,71,21,3,22,3,4.9,0,2,0,0,12,1,6
63,0,4,1,64,9,0,22,3,4.1,0,5,0,0,35,5,5
58,0,16,3,76,38,1,8,3,3.0,0,1,0,0,42,0,1
37,0,16,3,42,4,3,23,3,4.1,0,4,0,0,1,3,6
56,0,13,0,80,22,0,13,1,3.8,0,3,0,0,27,1,1
18,0,22,3,56,10,2,8,1,4.0,0,3,0,0,16,2,4
48,0,19,3,25,46,3,23,2,3.6,0,0,0,0,36,2,6
31,0,4,1,74,42,2,8,0,3.0,0,5,0,0,30,2,6
51,0,13,0,30,3,2,11,2,3.0,0,3,0,0,18,5,0
65,0,17,0,96,22,2,3,1,2.6,0,1,0,0,45,1,2
53,0,4,1,64,21,2,4,3,3.4,0,1,0,0,1,0,0
55,0,6,0,88,20,0,22,0,3.1,0,1,0,0,42,4,0
62,0,9,1,88,25,0,4,2,3.0,0,1,0,0,7,0,6
55,0,24,3,88,8,3,0,2,3.7,0,3,0,0,50,3,3
64,0,20,0,36,43,2,2,1,3.5,0,5,0,0,37,0,0
52,0,10,0,40,30,3,17,1,2.8,0,5,0,0,18,4,5
24,0,8,3,39,19,2,4,1,4.5,0,3,0,0,29,1,5
38,0,22,3,40,48,2,5,2,3.3,0,5,0,0,45,3,3
59,0,18,3,34,4,2,8,0,3.4,0,0,0,0,13,3,1
27,0,4,1,83,17,1,6,0,3.2,0,4,0,0,47,3,5
24,0,1,0,85,38,0,20,2,3.7,0,3,0,0,7,5,1
23,0,7,2,27,25,0,3,2,4.6,0,0,0,0,11,0,4
69,0,16,3,78,31,1,7,1,5.0,0,5,0,0,39,4,5
59,0,12,3,32,19,2,8,2,4.4,0,3,0,0,6,5,3
51,0,9,1,51,36,1,0,3,4.9,0,0,0,0,2,0,4
63,0,18,3,32,1,2,5,1,4.1,0,3,0,0,39,2,6
54,0,10,0,62,22,0,20,0,4.9,0,2,0,0,23,2,5
32,0,17,0,29,6,1,23,3,4.7,0,4,0,0,46,5,4
39,0,21,3,69,13,3,19,3,3.0,0,5,0,0,19,4,1
66,0,16,3,25,1,0,12,0,3.4,0,5,0,0,3,2,6
28,0,2,0,76,18,2,15,0,3.2,0,5,0,0,47,3,3
50,0,12,3,77,8,1,23,3,2.9,0,3,0,0,6,3,3
70,0,1,0,33,18,2,19,3,4.5,0,4,0,0,6,0,2
67,0,6,0,93,8,1,22,3,2.7,0,2,0,0,12,2,4
64,0,16,3,39,7,0,18,1,3.4,0,0,0,0,40,3,3
45,0,7,2,93,42,0,5,2,4.6,0,5,0,0,38,3,0
